Medium Election,5.2.16.1,,,,,,,,,,,
,,,,,,,,Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1)
430,Tabulator A,Batch 1,431,Tabulator A-Batch 1-431,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
431,Tabulator A,Batch 1,432,Tabulator A-Batch 1-432,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
432,Tabulator A,Batch 1,433,Tabulator A-Batch 1-433,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
433,Tabulator A,Batch 1,434,Tabulator A-Batch 1-434,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
434,Tabulator A,Batch 1,435,Tabulator A-Batch 1-435,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
435,Tabulator A,Batch 1,436,Tabulator A-Batch 1-436,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
436,Tabulator A,Batch 1,437,Tabulator A-Batch 1-437,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
437,Tabulator A,Batch 1,438,Tabulator A-Batch 1-438,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
438,Tabulator A,Batch 1,439,Tabulator A-Batch 1-439,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
439,Tabulator A,Batch 1,440,Tabulator A-Batch 1-440,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
440,Tabulator A,Batch 1,441,Tabulator A-Batch 1-441,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
441,Tabulator A,Batch 1,442,Tabulator A-Batch 1-442,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
442,Tabulator A,Batch 1,443,Tabulator A-Batch 1-443,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
443,Tabulator A,Batch 1,444,Tabulator A-Batch 1-444,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
444,Tabulator A,Batch 1,445,Tabulator A-Batch 1-445,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
445,Tabulator A,Batch 1,446,Tabulator A-Batch 1-446,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
446,Tabulator A,Batch 1,447,Tabulator A-Batch 1-447,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
447,Tabulator A,Batch 1,448,Tabulator A-Batch 1-448,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
448,Tabulator A,Batch 1,449,Tabulator A-Batch 1-449,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
449,Tabulator A,Batch 1,450,Tabulator A-Batch 1-450,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
450,Tabulator A,Batch 1,451,Tabulator A-Batch 1-451,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
451,Tabulator A,Batch 1,452,Tabulator A-Batch 1-452,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
452,Tabulator A,Batch 1,453,Tabulator A-Batch 1-453,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
453,Tabulator A,Batch 1,454,Tabulator A-Batch 1-454,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
454,Tabulator A,Batch 1,455,Tabulator A-Batch 1-455,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
455,Tabulator A,Batch 1,456,Tabulator A-Batch 1-456,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
456,Tabulator A,Batch 1,457,Tabulator A-Batch 1-457,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
457,Tabulator A,Batch 1,458,Tabulator A-Batch 1-458,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
458,Tabulator A,Batch 1,459,Tabulator A-Batch 1-459,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
459,Tabulator A,Batch 1,460,Tabulator A-Batch 1-460,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
460,Tabulator A,Batch 1,461,Tabulator A-Batch 1-461,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
461,Tabulator A,Batch 1,462,Tabulator A-Batch 1-462,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
462,Tabulator A,Batch 1,463,Tabulator A-Batch 1-463,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
463,Tabulator A,Batch 1,464,Tabulator A-Batch 1-464,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
464,Tabulator A,Batch 1,465,Tabulator A-Batch 1-465,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
465,Tabulator A,Batch 1,466,Tabulator A-Batch 1-466,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
466,Tabulator A,Batch 1,467,Tabulator A-Batch 1-467,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
467,Tabulator A,Batch 1,468,Tabulator A-Batch 1-468,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
468,Tabulator A,Batch 1,469,Tabulator A-Batch 1-469,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
469,Tabulator A,Batch 1,470,Tabulator A-Batch 1-470,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
470,Tabulator A,Batch 1,471,Tabulator A-Batch 1-471,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
471,Tabulator A,Batch 1,472,Tabulator A-Batch 1-472,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
472,Tabulator A,Batch 1,473,Tabulator A-Batch 1-473,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
473,Tabulator A,Batch 1,474,Tabulator A-Batch 1-474,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
474,Tabulator A,Batch 1,475,Tabulator A-Batch 1-475,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
475,Tabulator A,Batch 1,476,Tabulator A-Batch 1-476,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
476,Tabulator A,Batch 1,477,Tabulator A-Batch 1-477,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
477,Tabulator A,Batch 1,478,Tabulator A-Batch 1-478,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
478,Tabulator A,Batch 1,479,Tabulator A-Batch 1-479,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
479,Tabulator A,Batch 1,480,Tabulator A-Batch 1-480,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
480,Tabulator A,Batch 1,481,Tabulator A-Batch 1-481,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
481,Tabulator A,Batch 1,482,Tabulator A-Batch 1-482,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
482,Tabulator A,Batch 1,483,Tabulator A-Batch 1-483,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
483,Tabulator A,Batch 1,484,Tabulator A-Batch 1-484,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
484,Tabulator A,Batch 1,485,Tabulator A-Batch 1-485,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
485,Tabulator A,Batch 1,486,Tabulator A-Batch 1-486,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
486,Tabulator A,Batch 1,487,Tabulator A-Batch 1-487,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
487,Tabulator A,Batch 1,488,Tabulator A-Batch 1-488,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
488,Tabulator A,Batch 1,489,Tabulator A-Batch 1-489,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
489,Tabulator A,Batch 1,490,Tabulator A-Batch 1-490,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
490,Tabulator A,Batch 1,491,Tabulator A-Batch 1-491,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
491,Tabulator A,Batch 1,492,Tabulator A-Batch 1-492,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
492,Tabulator A,Batch 1,493,Tabulator A-Batch 1-493,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
493,Tabulator A,Batch 1,494,Tabulator A-Batch 1-494,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
494,Tabulator A,Batch 1,495,Tabulator A-Batch 1-495,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
495,Tabulator A,Batch 1,496,Tabulator A-Batch 1-496,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
496,Tabulator A,Batch 1,497,Tabulator A-Batch 1-497,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
497,Tabulator A,Batch 1,498,Tabulator A-Batch 1-498,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
498,Tabulator A,Batch 1,499,Tabulator A-Batch 1-499,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
499,Tabulator A,Batch 1,500,Tabulator A-Batch 1-500,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
500,Tabulator A,Batch 1,501,Tabulator A-Batch 1-501,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
501,Tabulator A,Batch 1,502,Tabulator A-Batch 1-502,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
502,Tabulator A,Batch 1,503,Tabulator A-Batch 1-503,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
503,Tabulator A,Batch 1,504,Tabulator A-Batch 1-504,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
504,Tabulator A,Batch 1,505,Tabulator A-Batch 1-505,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
505,Tabulator A,Batch 1,506,Tabulator A-Batch 1-506,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
506,Tabulator A,Batch 1,507,Tabulator A-Batch 1-507,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
507,Tabulator A,Batch 1,508,Tabulator A-Batch 1-508,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
508,Tabulator A,Batch 1,509,Tabulator A-Batch 1-509,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
509,Tabulator A,Batch 1,510,Tabulator A-Batch 1-510,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
510,Tabulator A,Batch 1,511,Tabulator A-Batch 1-511,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
511,Tabulator A,Batch 1,512,Tabulator A-Batch 1-512,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
512,Tabulator A,Batch 1,513,Tabulator A-Batch 1-513,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
513,Tabulator A,Batch 1,514,Tabulator A-Batch 1-514,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
514,Tabulator A,Batch 1,515,Tabulator A-Batch 1-515,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
515,Tabulator A,Batch 1,516,Tabulator A-Batch 1-516,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
516,Tabulator A,Batch 1,517,Tabulator A-Batch 1-517,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
517,Tabulator A,Batch 1,518,Tabulator A-Batch 1-518,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
518,Tabulator A,Batch 1,519,Tabulator A-Batch 1-519,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
519,Tabulator A,Batch 1,520,Tabulator A-Batch 1-520,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
520,Tabulator A,Batch 1,521,Tabulator A-Batch 1-521,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
521,Tabulator A,Batch 1,522,Tabulator A-Batch 1-522,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
522,Tabulator A,Batch 1,523,Tabulator A-Batch 1-523,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
523,Tabulator A,Batch 1,524,Tabulator A-Batch 1-524,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
524,Tabulator A,Batch 1,525,Tabulator A-Batch 1-525,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
525,Tabulator A,Batch 1,526,Tabulator A-Batch 1-526,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
526,Tabulator A,Batch 1,527,Tabulator A-Batch 1-527,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
527,Tabulator A,Batch 1,528,Tabulator A-Batch 1-528,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
528,Tabulator A,Batch 1,529,Tabulator A-Batch 1-529,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
529,Tabulator A,Batch 1,530,Tabulator A-Batch 1-530,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
530,Tabulator A,Batch 1,531,Tabulator A-Batch 1-531,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
531,Tabulator A,Batch 1,532,Tabulator A-Batch 1-532,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
532,Tabulator A,Batch 1,533,Tabulator A-Batch 1-533,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
533,Tabulator A,Batch 1,534,Tabulator A-Batch 1-534,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
534,Tabulator A,Batch 1,535,Tabulator A-Batch 1-535,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
535,Tabulator A,Batch 1,536,Tabulator A-Batch 1-536,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
536,Tabulator A,Batch 1,537,Tabulator A-Batch 1-537,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
537,Tabulator A,Batch 1,538,Tabulator A-Batch 1-538,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
538,Tabulator A,Batch 1,539,Tabulator A-Batch 1-539,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
539,Tabulator A,Batch 1,540,Tabulator A-Batch 1-540,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
540,Tabulator A,Batch 1,541,Tabulator A-Batch 1-541,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
541,Tabulator A,Batch 1,542,Tabulator A-Batch 1-542,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
542,Tabulator A,Batch 1,543,Tabulator A-Batch 1-543,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
543,Tabulator A,Batch 1,544,Tabulator A-Batch 1-544,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
544,Tabulator A,Batch 1,545,Tabulator A-Batch 1-545,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
545,Tabulator A,Batch 1,546,Tabulator A-Batch 1-546,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
546,Tabulator A,Batch 1,547,Tabulator A-Batch 1-547,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
547,Tabulator A,Batch 1,548,Tabulator A-Batch 1-548,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
548,Tabulator A,Batch 1,549,Tabulator A-Batch 1-549,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
549,Tabulator A,Batch 1,550,Tabulator A-Batch 1-550,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
550,Tabulator A,Batch 1,551,Tabulator A-Batch 1-551,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
551,Tabulator A,Batch 1,552,Tabulator A-Batch 1-552,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
552,Tabulator A,Batch 1,553,Tabulator A-Batch 1-553,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
553,Tabulator A,Batch 1,554,Tabulator A-Batch 1-554,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
554,Tabulator A,Batch 1,555,Tabulator A-Batch 1-555,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
555,Tabulator A,Batch 1,556,Tabulator A-Batch 1-556,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
556,Tabulator A,Batch 1,557,Tabulator A-Batch 1-557,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
557,Tabulator A,Batch 1,558,Tabulator A-Batch 1-558,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
558,Tabulator A,Batch 1,559,Tabulator A-Batch 1-559,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
559,Tabulator A,Batch 1,560,Tabulator A-Batch 1-560,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
560,Tabulator A,Batch 1,561,Tabulator A-Batch 1-561,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
561,Tabulator A,Batch 1,562,Tabulator A-Batch 1-562,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
562,Tabulator A,Batch 1,563,Tabulator A-Batch 1-563,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
563,Tabulator A,Batch 1,564,Tabulator A-Batch 1-564,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
564,Tabulator A,Batch 1,565,Tabulator A-Batch 1-565,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
565,Tabulator A,Batch 1,566,Tabulator A-Batch 1-566,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
566,Tabulator A,Batch 1,567,Tabulator A-Batch 1-567,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
567,Tabulator A,Batch 1,568,Tabulator A-Batch 1-568,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
568,Tabulator A,Batch 1,569,Tabulator A-Batch 1-569,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
569,Tabulator A,Batch 1,570,Tabulator A-Batch 1-570,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
570,Tabulator A,Batch 1,571,Tabulator A-Batch 1-571,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
571,Tabulator A,Batch 1,572,Tabulator A-Batch 1-572,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
572,Tabulator A,Batch 1,573,Tabulator A-Batch 1-573,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
573,Tabulator A,Batch 1,574,Tabulator A-Batch 1-574,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
574,Tabulator A,Batch 1,575,Tabulator A-Batch 1-575,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
575,Tabulator A,Batch 1,576,Tabulator A-Batch 1-576,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
576,Tabulator A,Batch 1,577,Tabulator A-Batch 1-577,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
577,Tabulator A,Batch 1,578,Tabulator A-Batch 1-578,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
578,Tabulator A,Batch 1,579,Tabulator A-Batch 1-579,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
579,Tabulator A,Batch 1,580,Tabulator A-Batch 1-580,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
580,Tabulator A,Batch 1,581,Tabulator A-Batch 1-581,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
581,Tabulator A,Batch 1,582,Tabulator A-Batch 1-582,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
582,Tabulator A,Batch 1,583,Tabulator A-Batch 1-583,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
583,Tabulator A,Batch 1,584,Tabulator A-Batch 1-584,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
584,Tabulator A,Batch 1,585,Tabulator A-Batch 1-585,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
585,Tabulator A,Batch 1,586,Tabulator A-Batch 1-586,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
586,Tabulator A,Batch 1,587,Tabulator A-Batch 1-587,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
587,Tabulator A,Batch 1,588,Tabulator A-Batch 1-588,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
588,Tabulator A,Batch 1,589,Tabulator A-Batch 1-589,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
589,Tabulator A,Batch 1,590,Tabulator A-Batch 1-590,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
590,Tabulator A,Batch 1,591,Tabulator A-Batch 1-591,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
591,Tabulator A,Batch 1,592,Tabulator A-Batch 1-592,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
592,Tabulator A,Batch 1,593,Tabulator A-Batch 1-593,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
593,Tabulator A,Batch 1,594,Tabulator A-Batch 1-594,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
594,Tabulator A,Batch 1,595,Tabulator A-Batch 1-595,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
595,Tabulator A,Batch 1,596,Tabulator A-Batch 1-596,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
596,Tabulator A,Batch 1,597,Tabulator A-Batch 1-597,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
597,Tabulator A,Batch 1,598,Tabulator A-Batch 1-598,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
598,Tabulator A,Batch 1,599,Tabulator A-Batch 1-599,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
599,Tabulator A,Batch 1,600,Tabulator A-Batch 1-600,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
600,Tabulator A,Batch 1,601,Tabulator A-Batch 1-601,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
601,Tabulator A,Batch 1,602,Tabulator A-Batch 1-602,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
602,Tabulator A,Batch 1,603,Tabulator A-Batch 1-603,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
603,Tabulator A,Batch 1,604,Tabulator A-Batch 1-604,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
604,Tabulator A,Batch 1,605,Tabulator A-Batch 1-605,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
605,Tabulator A,Batch 1,606,Tabulator A-Batch 1-606,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
606,Tabulator A,Batch 1,607,Tabulator A-Batch 1-607,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
607,Tabulator A,Batch 1,608,Tabulator A-Batch 1-608,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
608,Tabulator A,Batch 1,609,Tabulator A-Batch 1-609,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
609,Tabulator A,Batch 1,610,Tabulator A-Batch 1-610,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
610,Tabulator A,Batch 1,611,Tabulator A-Batch 1-611,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
611,Tabulator A,Batch 1,612,Tabulator A-Batch 1-612,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
612,Tabulator A,Batch 1,613,Tabulator A-Batch 1-613,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
613,Tabulator A,Batch 1,614,Tabulator A-Batch 1-614,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
614,Tabulator A,Batch 1,615,Tabulator A-Batch 1-615,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
615,Tabulator A,Batch 1,616,Tabulator A-Batch 1-616,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
616,Tabulator A,Batch 1,617,Tabulator A-Batch 1-617,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
617,Tabulator A,Batch 1,618,Tabulator A-Batch 1-618,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
618,Tabulator A,Batch 1,619,Tabulator A-Batch 1-619,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
619,Tabulator A,Batch 1,620,Tabulator A-Batch 1-620,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
620,Tabulator A,Batch 1,621,Tabulator A-Batch 1-621,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
621,Tabulator A,Batch 1,622,Tabulator A-Batch 1-622,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
622,Tabulator A,Batch 1,623,Tabulator A-Batch 1-623,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
623,Tabulator A,Batch 1,624,Tabulator A-Batch 1-624,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
624,Tabulator A,Batch 1,625,Tabulator A-Batch 1-625,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
625,Tabulator A,Batch 1,626,Tabulator A-Batch 1-626,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
626,Tabulator A,Batch 1,627,Tabulator A-Batch 1-627,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
627,Tabulator A,Batch 1,628,Tabulator A-Batch 1-628,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
628,Tabulator A,Batch 1,629,Tabulator A-Batch 1-629,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
629,Tabulator A,Batch 1,630,Tabulator A-Batch 1-630,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
630,Tabulator A,Batch 1,631,Tabulator A-Batch 1-631,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
631,Tabulator A,Batch 1,632,Tabulator A-Batch 1-632,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
632,Tabulator A,Batch 1,633,Tabulator A-Batch 1-633,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
633,Tabulator A,Batch 1,634,Tabulator A-Batch 1-634,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
634,Tabulator A,Batch 1,635,Tabulator A-Batch 1-635,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
635,Tabulator A,Batch 1,636,Tabulator A-Batch 1-636,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
636,Tabulator A,Batch 1,637,Tabulator A-Batch 1-637,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
637,Tabulator A,Batch 1,638,Tabulator A-Batch 1-638,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
638,Tabulator A,Batch 1,639,Tabulator A-Batch 1-639,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
639,Tabulator A,Batch 1,640,Tabulator A-Batch 1-640,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
640,Tabulator A,Batch 1,641,Tabulator A-Batch 1-641,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
641,Tabulator A,Batch 1,642,Tabulator A-Batch 1-642,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
642,Tabulator A,Batch 1,643,Tabulator A-Batch 1-643,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
643,Tabulator A,Batch 1,644,Tabulator A-Batch 1-644,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
644,Tabulator A,Batch 1,645,Tabulator A-Batch 1-645,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
645,Tabulator A,Batch 1,646,Tabulator A-Batch 1-646,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
646,Tabulator A,Batch 1,647,Tabulator A-Batch 1-647,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
